Unnamed: 0,官網連結(怡凌),官網連結,標題,上刊時間,生活提案,大分類,中分類,標籤1,標籤2,標籤3,標籤4,標籤5,標籤6,標籤7,標籤8,標籤9,標籤10,標籤11,關鍵字
/life-proposal/,macromicro20220631/,/life-proposal/macromicro20220631/,財經M平方觀點：俄烏衝突使通膨升溫，加速各大央行緊縮進程,2022-07-01,專家觀點,市場與政策,國際市場,財經M平方,房地產市場,價格,,,,,,,,,
/life-proposal/,real-estate-tax/,/life-proposal/real-estate-tax/,疫情下的房市動向：房價走勢緩步上揚,2021-08-24,專家觀點,市場與政策,房市趨勢,無標籤,,,,,,,,,,,疫情房價走勢、房價走勢、疫情房價、2021台灣房價走勢、2022房價走勢
/life-proposal/,natural-design/,/life-proposal/natural-design/,遠雄與蘇喻哲建築師聯手打造高雄科工館「綠帶生活區」,2021-09-30,空間美學,建築與品牌,建築規劃,遠雄琢蘊,高雄市,公園綠地,綠覆率,公園宅,建築地標,科工館,,,,,
/life-proposal/,shutters-home-design/,/life-proposal/shutters-home-design/,裝潢風格「輕美式」打造首購族小資女、小家庭舒壓輕鬆宅,2021-09-15,空間美學,居住與維護,裝潢設計,(11)設計風格類型,美式,室內設計,,,,,,,,,
/life-proposal/,architectural_planning/,/life-proposal/architectural_planning/,首購族看房買屋攻略：棟距與社區規劃好不好，住起來差很大！,2021-12-17,購屋知識,建築與品牌,建築規劃,自住,住宅,,,,,,,,,,
/life-proposal/,kaohsiung-greenspace/,/life-proposal/kaohsiung-greenspace/,【高雄宜居城市】綠地水岸公共空間、米其林餐廳星光閃耀,2021-08-17,專家觀點,區域環境,生活圈,自住,高雄市,生活機能,公園綠地,,,,,,,,
/life-proposal/,taichung-attractions/,/life-proposal/taichung-attractions/,中科海線生活圈：高美濕地、台中清水國小(牛罵頭)、清水眷村文化園區、台中港特區,2021-08-06,在地生活,區域環境,生活圈,無標籤,,,,,,,,,,,
,,/life-proposal/great-southern-project/,點亮高雄未來！大南方計劃大勢崛起 亞灣區擁絕對高度,2021-08-05,購屋知識,區域環境,區域發展,THE ONE,,,,,,,,,,,
,,/life-proposal/5g-aiot/,國內投資最大「亞灣5G AIoT創新園區」 驅動亞灣區躍昇發展,2021-08-05,購屋知識,區域環境,區域發展,THE ONE,,,,,,,,,,,
,,/life-proposal/land_handover/,買房大小事：交屋到入住前不可不知,2022-04-22,購屋知識,不動產交易,驗交屋,交屋流程,,,,,,,,,,,
,,/life-proposal/building_materials/,買房學問多，看懂建築材料才安心－建築結構與防水篇,2022-01-25,購屋知識,建築與品牌,結構與施工,自住,結構工法,鋼筋工程,混凝土工程,施工品質,結構材料,裝飾材料,專用材料,,,,
,,/life-proposal/healthy-house1/,打造健康住宅！陽光、空氣、水都非常重要,2022-03-10,安心生活,建築與品牌,建築規劃,建築規劃,,,,,,,,,,,
,,/life-proposal/annan-2/,建案熱區巡禮：前進台南商業副都心-安南區一探究竟,2022-06-20,在地生活,區域環境,區域發展,台南市,安南區,,,,,,,,,,
,,/life-proposal/woodfix/,木地板刮傷怎麼辦？修繕小知識：木作工程篇【居家百科】,2022-04-20,購屋知識,居住與維護,修繕保養,無標籤,,,,,,,,,,,
,,/life-proposal/gusha/,建案熱區巡禮：鼓山豪宅黃金鐵三角，高雄指標蛋黃區,2022-06-10,在地生活,區域環境,區域發展,高雄市,,,,,,,,,,,
,,https://www.farglory-realty.com.tw/life-proposal/interview-s-taoyuan-green20221111/,小檜溪重劃後的美好：一位八旬里長，見證小檜溪社區環境的變遷,2022-12-02,在地生活,區域環境,生活圈,無標籤,,,,,,,,,,,
,,/life-proposal/pet/,打造與「毛小孩」的舒適居家空間！寵物宅3大重點設計,2022-05-27,空間美學,居住與維護,裝潢設計,室內設計,,,,,,,,,,,
,,/life-proposal/area-l-tainan-yanxing20200520/,建案熱區巡禮：台南鹽行重劃區擁地段優勢，成最佳潛力股,2022-06-13,在地生活,區域環境,區域發展,台南市,鹽行區,重劃區,,,,,,,,,
,,/life-proposal/natural_lighting20220708/,室內採光不足怎麼辦？採光妙招報你知,2022-07-08,購屋知識,居住與維護,裝潢設計,無標籤,,,,,,,,,,,
,,/life-proposal/universal-design20220708/,永續幸福家園，全齡通用宅設計規範與趨勢,2022-07-08,購屋知識,建築與品牌,建築規劃,全齡宅,,,,,,,,,,,
,,/life-proposal/rental_allowance20220707/,房東們看過來！300億租金補貼重點看,2022-07-08,購屋知識,市場與政策,政策法規,政策,,,,,,,,,,,
,,/life-proposal/actual_selling_price20220708/,實價登錄真相大破解，一次看懂實價登錄不受騙,2022-07-11,購屋知識,市場與政策,政策法規,政策,實價登錄,,,,,,,,,,
,,/life-proposal/real-estate-tax//,疫情下的房市動向：房價走勢緩步上揚,2022-03-03,購屋知識,市場與政策,房市趨勢,無標籤,,,,,,,,,,,
,,/life-proposal/universal-design-safety-20220722/,全齡通用住宅打造友善居住環境：居家安心篇,2022-07-22,購屋知識,建築與品牌,建築規劃,全齡宅,,,,,,,,,,,
,,/life-proposal/universal-design-home2-20220722/,全齡通用宅打造友善居住環境：住家出入口篇(下篇),2022-07-22,購屋知識,建築與品牌,建築規劃,全齡宅,,,,,,,,,,,
,,/life-proposal/universal-design-environment20220713/,全齡通用宅打造友善居住環境：建築環境篇,2022-07-22,購屋知識,建築與品牌,建築規劃,全齡宅,,,,,,,,,,,
,,/life-proposal/area-s-tainan-dawan20220520/,建案熱區巡禮：住在永康大灣好便利！唯一純住重劃區！,2022-06-30,在地生活,區域環境,區域發展,台南市重劃區永康區大灣重劃區,,,,,,,,,,,
,,/life-proposal/universal-design-base20220713/,全齡通用住宅打造友善居住環境：基地環境篇,2022-07-22,購屋知識,建築與品牌,建築規劃,全齡宅,,,,,,,,,,,
,,/life-proposal/gigahouse_art_20220712/,談建築與社區藝術文化的結合,2022-07-13,專家觀點,建築與品牌,建築規劃,無標籤,李同榮,,,,,,,,,,
,,/life-proposal/expert_macromicro20220726/,財經M平方觀點：去庫存壓力來襲，2 個訊號看製造業何時落底,2022-07-22,專家觀點,市場與政策,國際市場,財經M平方,無標籤,,,,,,,,,,
,,/life-proposal/expert_li_2022property_20220722/,李同榮觀點：2022上半年房市總結「升息循環、疫情擴散、打房加重」與未來展望,2022-07-27,專家觀點,市場與政策,房市趨勢,李同榮,房地產市場,升息,,,,,,,,,
,,/life-proposal/design_living_room20220809/,小家庭空間重點一次上手 – 客廳篇,2022-09-07,購屋知識,居住與維護,裝潢設計,客廳,,,,,,,,,,,
,,/life-proposal/area-l-kaohsiung-qianzhen_20220805/,建案熱區巡禮：高雄前鎮區產業升級新篇章,2022-08-09,在地生活,區域環境,區域發展,高雄市,,,,,,,,,,,
,,/life-proposal/area-s-kaohsiung-newbay_20220805/,建案熱區巡禮：亞洲新灣區躋身高雄投資開發新亮點,2022-08-16,在地生活,區域環境,區域發展,高雄市,,,,,,,,,,,
,,/life-proposal/area-l-taichung-wuqi_20220826/,建案熱區巡禮：台中梧棲區挾海空雙港優勢，成房市黑馬,2022-08-16,在地生活,區域環境,區域發展,台中市,梧棲區,,,,,,,,,,
,,/life-proposal/expert_macromicro20826826/,財經M平方觀點：台灣房市量價背離，該如何判斷房市後市?,2022-08-29,專家觀點,市場與政策,房市趨勢,財經M平方,房地產市場,,,,,,,,,,
,,/life-proposal/youth_home_loan_20220830/,青年安心成家購屋優惠貸款，有房不是夢,2022-08-30,購屋知識,不動產交易,房貸,無標籤,,,,,,,,,,,
,,/life-proposal/housing_allowance_20220826/,2022住宅補貼申請條件與限制看過來,2022-08-30,購屋知識,市場與政策,政策法規,首購,政策,,,,,,,,,,
,,life-proposal/tax_mitigation_mortgage_interest_20220902/,不動產節稅妙招：該扣就扣不浪費，房貸利息節稅四要件,2022-09-05,購屋知識,稅務與繼承,節稅,稅賦,節稅,不動產,所得稅,房貸,自住,,,,,,
,,/life-proposal/tax_mitigation_housetax_20220902/,不動產節稅妙招：每年都要繳的財產稅省很大,2022-09-05,購屋知識,稅務與繼承,節稅,稅賦,節稅,不動產,房屋稅,財產稅,地價稅,,,,,,
,,/life-proposal/tax_mitigation_land_20220902/,不動產節稅妙招：自用住宅用地優惠稅率不可不知,2022-09-05,購屋知識,稅務與繼承,節稅,稅賦,節稅,不動產,土地增值稅,重購退稅,自用住宅,自住,,,,,
,,/life-proposal/gift_tax_20220909/,不動產節稅妙招：贈與稅節稅規劃及早做,2022-09-12,購屋知識,稅務與繼承,節稅,稅賦,節稅,不動產,遺產稅,,,,,,,,
,,/life-proposal/estate_tax_20220909/,不動產節稅妙招：財富傳承的遺產稅佈局,2022-09-12,購屋知識,稅務與繼承,節稅,稅賦,節稅,不動產,贈與稅,,,,,,,,
,,/life-proposal/exposed_concrete_20220914/,一見傾心的清水模設計，為家注入文青魂和自然風,2022-09-14,空間美學,居住與維護,裝潢設計,建築設計,室內設計,現代日式,,,,,,,,,
,,/life-proposal/house_and_land_20220909/,不動產節稅妙招：房地合一合法節稅,2022-09-12,購屋知識,稅務與繼承,節稅,房地合一稅,稅賦,節稅,不動產,,,,,,,,
,,/life-proposal/expert_macromicro20220909/,財經M平方觀點：中國房市陷入惡性循環，三個對經濟的影響,2022-09-13,專家觀點,市場與政策,國際市場,財經M平方,房地產市場,總經趨勢,價格漲幅,政策,不動產,中國房市,房產趨勢,,,,
,,/life-proposal/area-s-taichung-11_20220916/,建案熱區巡禮：北屯11期，台中未來新都心,2022-09-19,在地生活,區域環境,區域發展,台中市,北屯區,十一期,,,,,,,,,
,,/life-proposal/area-l-newtaipei-zhonghe_20220923/,建案熱區巡禮：中和翻轉！北台灣電子製造業最大產業聚落 ,2022-09-27,在地生活,區域環境,區域發展,新北市,中和區,商廠辦,,,,,,,,,
,,/life-proposal/expert_liu_commercial_property20220928/,劉學龍觀點：升息循環下的商用不動產投資,2022-09-28,專家觀點,商用不動產,市場與發展,劉學龍,房地產市場,商廠辦,投報率,不動產,升息,,,,,,
,,/life-proposal/universal-design-home1-2022072/,全齡通用宅打造友善居住環境：住家出入口篇(上篇),2022-11-07,購屋知識,建築與品牌,建築規劃,全齡宅,,,,,,,,,,,
,,/life-proposal/area-s-newtaipei-xinzhuangfuduxin_20220930/,建案熱區巡禮：新北國都之門「新莊副都心」，產業聚落移居城市,2022-09-30,在地生活,區域環境,區域發展,新北市,新莊區,重劃區,,,,,,,,,
,,/life-proposal/presale_payment_20221021/,預售屋付款方式詳解,2022-10-24,購屋知識,不動產交易,簽約,買屋流程,預售屋,,,,,,,,,,
,,/life-proposal/performance_guarantee_20221914/,買預售屋時，履約保證真的對你有保障嗎？,2022-10-18,購屋知識,不動產交易,簽約,買屋流程,預售屋,,,,,,,,,,
,,/life-proposal/value_estimation_of_property_20221014/,不動產估價管道有哪些？,2022-10-18,購屋知識,不動產交易,簽約,價格,實價登錄,,,,,,,,,,
,,/life-proposal/transcript_20221007/,聰明買房不吃虧，謄本訊息知多少,2022-10-11,購屋知識,不動產交易,產權,首購,買屋流程,,,,,,,,,,
,,/life-proposal/expert_macromicro_20221021/,財經M平方觀點：聯準會持續鷹派，美國房市供需雙降,2022-10-21,專家觀點,市場與政策,國際市場,財經M平方,房地產市場,價格漲幅,價格,不動產,房產趨勢,,,,,,
,,/life-proposal/pre-sale_order_20221007/,預售屋紅單是什麼？,2022-10-11,購屋知識,不動產交易,簽約,住宅,買屋流程,預售屋,,,,,,,,,
,,/life-proposal/mortgage-insurance_20221021/,我該買房貸壽險嗎？,2022-10-24,購屋知識,不動產交易,保險,房貸,,,,,,,,,,,
,,/life-proposal/expert-li-2022market-20221024/,李同榮觀點：2024 房市多空混沌，預售市場何去何從？,2022-10-24,專家觀點,市場與政策,房市趨勢,李同榮,房地產市場,不動產,,,,,,,,,
,,/life-proposal/small_property_20221007/,小宅當道！入手小坪數產品注意事項,2022-10-11,購屋知識,不動產交易,產權,首購,住宅,公設比,建築規劃,小宅,,,,,,,
,,/life-proposal/loan_increase_20221108/,資金有壓力？房貸增貸與房貸轉貸不可不知,2022-11-08,購屋知識,不動產交易,保險,房貸轉貸,房屋增貸,房貸,,,,,,,,,
,,/life-proposal/goodandbad_20221028/,預售屋 v.s 成屋 v.s 中古屋的差異與優缺點,2022-10-28,購屋知識,不動產交易,產權,首購,換屋,房貸,預售屋,成屋,中古屋,貸款成數,,,,,
,,/life-proposal/macroeconomics_20221108/,房價溫度計-總經指標有哪些？,2022-11-08,購屋知識,市場與政策,房市趨勢,總經趨勢,房地產市場,價格漲幅,,,,,,,,,
,,/life-proposal/2phase_construction_20221118/,買房停看聽：二工住宅要注意,2022-07-22,購屋知識,建築與品牌,建築規劃,建商,建築規劃,二次施工,二工,,,,,,,,
,,/life-proposal/indicators_20221111/,房價溫度計-房市指標有哪些?,2022-11-18,購屋知識,市場與政策,房市趨勢,房地產市場,六都交易量,區域成交量,買賣移轉棟數,不動產,房價,,,,,,
,,/life-proposal/borrow_name_20221118/,房地產借名登記如何保障自己,2022-10-28,購屋知識,不動產交易,產權,不動產,借名登記,預告登記,產權登記,購屋重點,,,,,,,
,,/life-proposal/space_deco_us_20221028/,美式風格全解析：從紙牌屋與白宮看歐洲殖民對新大陸居住影響,2022-11-03,空間美學,居住與維護,裝潢設計,傢俱,美式,室內設計,,,,,,,,,
,,/life-proposal/branding_20221111/,選擇品牌建商，把購屋風險降到最低,2022-11-11,購屋知識,建築與品牌,建商品牌,建商,建商評價,,,,,,,,,,
,,/life-proposal/civil-law_20221125/,民法成年年齡下修至18歲，不動產稅賦有何影響？,2022-11-25,購屋知識,稅務與繼承,稅務,土地增值稅,地價稅,房地合一稅,稅賦,房屋稅,,,,,,,
,,/life-proposal/industrial_style_20221125/,個性化居家設計-工業風三大重點,2022-11-25,空間美學,居住與維護,裝潢設計,建築風格,工業風,室內設計,,,,,,,,,
,,/life-proposal/expert_macromicro_20221125/,財經M平方觀點：全球製造業去庫存，半導體財報下修對台灣的影響,2022-12-02,專家觀點,市場與政策,國際市場,財經M平方,總經趨勢,半導體,,,,,,,,,
,,/life-proposal/interview-s-taoyuan-green20221111/,小檜溪重劃後的美好：一位八旬里長，見證小檜溪社區環境的變遷,2022-12-02,在地生活,區域環境,生活圈,桃園市,重劃區,公園綠地,,,,,,,,,
,,/life-proposal/expert_macromicro_20221220/,財經M平方觀點：2023 年全球經濟三大重點，各國經濟將如何復甦？,2022-12-21,專家觀點,市場與政策,國際市場,財經M平方,總經趨勢,通膨,聯準會,GDP,,,,,,,
,,/life-proposal/redevelopment_zone_20221209/,入主重劃區漸成主流，優缺點一次看,2022-12-19,購屋知識,區域環境,區域發展,重劃區,公園綠地,水岸宅,景觀視野,,,,,,,,
,,/life-proposal/mortgage_-statistics_20221215/,升息讓房貸壓力越來越大，告訴你無痛還款的招數,2022-12-19,購屋知識,不動產交易,房貸,房貸,升息,,,,,,,,,,
,,/life-proposal/pre_mortgage_20221215/,記住5P原則，讓你的貸款成數更高更容易,2022-12-19,購屋知識,不動產交易,房貸,首購,房貸,貸款利率,信用評分,,,,,,,,
,,/life-proposal/rent_high_20221126/,租房好還是買房好？一次分析優缺點,2022-11-27,購屋知識,不動產交易,簽約,首購,自住,價格漲幅,房價,房租,升息,,,,,,
,,/life-proposal/expert_peizhen_20221226/,劉佩真觀點：2023年台灣房地產市場景氣情勢與展望,2022-12-29,專家觀點,市場與政策,房市趨勢,劉佩真,房地產市場,商廠辦,不動產,,通膨,物價高漲,,,,,
,,/life-proposal/cleaning_20221223/,來場大掃除吧！居家清潔要訣看過來！,2022-12-26,購屋知識,居住與維護,修繕保養,居家保養,居家清潔,,,,,,,,,,
,,/life-proposal/nordic_design_20221219/,簡潔明亮 勾勒令人憧憬的北歐風設計,2022-12-25,空間美學,居住與維護,裝潢設計,室內設計,北歐風,,,,,,,,,,
,,/life-proposal/reduce_property_20221215/,上有政策下有對策，買房投資招數看過來,2022-12-16,購屋知識,市場與政策,房市趨勢,投資,置產,打房,,,,,,,,,
,,/life-proposal/farglory_land_20221223/,遠雄建設獲TCSA台灣永續報告書銀獎，持續推動ESG深化企業永續力,2022-12-26,購屋知識,建築與品牌,建商品牌,ESG減碳,,,,,,,,,,,
,,/life-proposal/expert_liu_20221226/,劉學龍觀點：經過利空出盡的2022年，透過靈活布局可望迎來2023年的暖冬,2022-12-29,專家觀點,商用不動產,市場與發展,劉學龍,房地產市場,商廠辦,,通膨,新冠疫情,物價高漲,氣候變遷,,,,
,,/life-proposal/buying_focus_20221230/,買房看時機，抓住景氣反轉點才能買到好房子,2022-12-30,購屋知識,市場與政策,房市趨勢,房價,購屋重點,房地產市場,住宅,價格漲幅,建商,建商評價,不動產,,,,
,,/life-proposal/expert_macromicro_20230117/,財經M平方觀點：2023 台灣房市展望，解析兩大原因與政策衝擊,2023-01-18,專家觀點,市場與政策,政策法規,財經M平方,房地產市場,政策,打房,不動產,房地合一稅,房產趨勢,房價,,,,
,,/life-proposal/theme_ping_20230117/,空間放大術：小坪數變身大空間有妙招,2023-01-18,空間美學,居住與維護,裝潢設計,小宅,室內設計,,,,,,,,,,
,,/life-proposal/controls_20230108/,央行房市信用措施管制總整理！自住客時代來臨！,2023-01-10,購屋知識,市場與政策,政策法規,打房,不動產,住宅,政策,,,,,,,,
,,/life-proposal/expert_li_housing_market_20230117/,李同榮觀點：政策修法五重拳，市場不如預期悲觀，購屋者不必恐慌,2023-01-17,專家觀點,市場與政策,政策法規,李同榮,房地產市場,政策,打房,不動產,,,,,,,
,,/life-proposal/rental_housing_20230106/,包租代管懶人包快速了解！,2023-01-10,購屋知識,市場與政策,政策法規,房租,包租代管,社會住宅,,,,,,,,,
,,/life-proposal/plant_20230105/,打造居家植栽，許一個綠空間給自己,2023-01-17,空間美學,居住與維護,裝潢設計,室內設計,,,,,,,,,,,
,,/life-proposal/house_income_20230119/,繳納房地合一稅避免踩雷必知重點,2023-01-31,購屋知識,稅務與繼承,稅務,稅賦,房地合一稅,,,,,,,,,,
,,/life-proposal/2022branding_20230119/,2022年十大建商出爐，品牌建商更重保固與售後服務,2023-01-31,購屋知識,建築與品牌,建商品牌,首購,建商評價,保固,,,,,,,,,
,,/life-proposal/expert_liu_semi_2023-0201/,劉佩真觀點：從半導體業與台積電發展看台灣房市機會點,2023-02-02,專家觀點,市場與政策,房市趨勢,劉佩真,房地產市場,,,,,,,,,,
,,/life-proposal/land_rights_20230111/,平均地權條例三讀修正通過，自住市場當道,2023-02-04,購屋知識,市場與政策,政策法規,首購,換屋,不動產,,,,,,,,,
,,/life-proposal/tax_inspection_20230119/,房地一族看過來，與你有關的國稅局查稅重點,2023-02-02,購屋知識,稅務與繼承,稅務,自住,稅賦,房屋稅,所得稅,,,,,,,,
,,/life-proposal/space_pets_20230130/,實用寵物宅設計巧思：打造與毛小孩共居的舒適空間！,2023-02-02,空間美學,居住與維護,裝潢設計,室內設計,寵物宅,貓宅,,,,,,,,,
,,/life-proposal/2022propert_news_20230204/,2022十大熱門房市新聞，平均地權條例修法關切度最高,2023-02-04,購屋知識,市場與政策,房市趨勢,房地產市場,住宅,房價,升息,,,,,,,,
,,/life-proposal/interior_softdeco_20230222/,軟裝搭配術 – 改變居家風格的魔法,2023-02-24,空間美學,居住與維護,裝潢設計,室內設計,軟裝,,,,,,,,,,
,,/life-proposal/expert_macromicro_20230306/,財經M平方觀點：通膨與就業兩大因素，美國經濟將呈 U 型復甦,2023-03-06,專家觀點,市場與政策,國際市場,財經M平方,美國經濟,半導體,製造業,房屋租金指數,通膨,,,,,,
,,/life-proposal/regulations_20230317/,附屬建物篇 : 陽台與雨遮建築法規規定為何？,2023-03-25,購屋知識,建築與品牌,建築規劃,預售屋,容積率,公設比,陽台,建築技術規則,,,,,,,
,,/life-proposal/regulations2_20230320/,公共設施篇: 梯廳與樓梯間建築法規有何特殊規定?,2023-03-21,購屋知識,建築與品牌,建築規劃,容積率,公設比,購屋重點,約定專用,公共設施,,,,,,,
,,/life-proposal/kids_room_20230306/,兒童房設計攻略：打造寶貝專屬空間,2023-03-13,空間美學,居住與維護,裝潢設計,室內設計,兒童房,小孩房設計,,,,,,,,,
,,/life-proposal/expert_peizhen_20230331/,劉佩真觀點：從國內製造業的發展現況看工業地產之趨勢,2023-03-31,專家觀點,商用不動產,市場與發展,劉佩真,房地產市場,製造業,工業地產,投資,,,,,,,
,,/life-proposal/retiredlife_20230220/,退休以後怎麼住？你適合青銀共居、養生村還是全齡宅？,2023-02-20,安心生活,,,退休,全齡宅,,,,,,,,,,
,,/life-proposal/expert_liu_retail_20230328/,劉學龍觀點：短暫休息後的蛻變-零售新風貌,2023-03-29,專家觀點,商用不動產,市場與發展,劉學龍,零售地產,產業數位化,,,,,,,,,
,,/life-proposal/ai_property_20230327/,智慧宅風潮來襲，AI讓家變聰明,2023-03-27,空間美學,居住與維護,裝潢設計,智慧建築,智慧宅,智慧家居,智能住宅,,,,,,,,
,,/life-proposal/expert_macromicro_20230320/,財經M平方觀點：受惠中國解封 全球製造業將逐步落底,2023-03-25,專家觀點,市場與政策,國際市場,財經M平方,總經趨勢,半導體,製造業,PMI,,,,,,,
,,/life-proposal/expert_zhu_presale_20230314/,朱智豪觀點：我該購買預售屋還是成屋？,2023-03-25,專家觀點,不動產交易,簽約,朱智豪,預售屋,成屋,房價,地政事務,,,,,,,
,,/life-proposal/expert_macromicro_20230328/,財經M平方觀點：各國房地產全解析，一文讀懂不動產市場運作,2023-03-30,專家觀點,市場與政策,國際市場,財經M平方,房地產市場,房地產運作模式,自由市場,房市指標,美國,德國,日本,新加坡,韓國,,
,,/life-proposal/renovation_20230330/,一次搞懂老屋改建的方法,2023-03-31,購屋知識,區域​環境​,基地條件,政策,危老重建,老屋改建,,,,,,,,,
,,/life-proposal/notice_20230331/,購買預售屋注意事項,2023-03-31,購屋知識,不動產交易,簽約,自住,住宅,價格,買屋流程,簽約,預售屋,建材,,,,,
,,/life-proposal/expert_li_property_20230418/,李同榮觀點：台灣房市未來將面對的挑戰與蛻變,2023-04-19,專家觀點,市場與政策,房市趨勢,李同榮,房地產市場,價格漲幅,政策,打房,不動產,房產趨勢,,,,,
,,/life-proposal/interview-s-taoyuan-qingshan_20230306/,桃園青埔青山里：埤塘文化的保存及再生！,2023-04-24,在地生活,區域環境,生活圈,桃園市,中壢,,,,,,,,,,
,,/life-proposal/balcony_20230414/,小陽台佈置，給自己一處秘密花園,2023-04-19,空間美學,居住與維護,裝潢設計,自住,小宅,室內設計,陽台,,,,,,,,
,,/life-proposal/foreclosure_20230427/,法拍屋怎麼買? 選購法拍屋基本知識,2023-04-27,購屋知識,不動產交易,簽約,換屋,法拍屋,應買公告,瑕疵擔保,,,,,,,,
,,/life-proposal/expert_macromicro_20230421/,財經M平方觀點：中國經濟復甦趨勢明確，東協國家有望最先受惠,2023-04-24,專家觀點,市場與政策,國際市場,財經M平方,總經趨勢,通膨,新冠疫情,製造業,中國經濟,PMI,,,,,
,,/life-proposal/expert_zhu_v_presale_20230418/,[ 影音 ]我要買預售屋還是成屋? 優缺點與差異有哪些?,2023-04-20,專家觀點,不動產交易,簽約,朱智豪,預售屋,成屋,,,,,,,,,
,,/life-proposal/firstbuy_20230427/,初次購屋，首購族要分析的重點為何?,2023-04-27,購屋知識,不動產交易,簽約,預售屋,成屋,房價,首購,自住,價格,房貸,買屋流程,建商,生活機能,,
,,/life-proposal/space_storage_20230428/,小坪數空間利用，聰明收納有一套,2023-04-28,空間美學,居住與維護,裝潢設計,室內設計,小坪數收納,空間利用,視覺穿透,,,,,,,,
,,/life-proposal/expert_macromicro_20230516/,財經M平方觀點：全球製造業景氣，開始進入築底階段,2023-05-17,專家觀點,市場與政策,國際市場,財經M平方,半導體,升息,物價高漲,製造業,美國,中國經濟,,,,,
,,/life-proposal/expert_zhu_inherited_20230512/,[ 影音 ]專家觀點地政篇：要將資產移轉給子女，到底用什麼樣的方法才合適?,2023-05-12,專家觀點,稅務與繼承,遺產與贈與,朱智豪,稅賦,遺產稅,贈與稅,地政事務,,,,,,,
,,/life-proposal/expert_peizhen_q1view_20230519/,2023年第一季房市展望與分析：房市續處修正期，住宅及商用不動產表現均不盡理想,2023-05-19,專家觀點,市場與政策,房市趨勢,劉佩真,房地產市場,商用不動產,商廠辦,住宅,平均地權條例,,,,,,
,,/life-proposal/expert_macromicro_20230522/,財經M平方觀點：從房地產運作機制，一窺台灣房市發展 4 問題,2023-05-26,專家觀點,市場與政策,房市趨勢,財經M平方,預售屋,房地產運作模式,不動產,自由市場,美國,,,,,,
,,/life-proposal/color_20230509/,居家色彩魔法：室內設計配色指南,2023-05-16,空間美學,居住與維護,裝潢設計,室內設計,配色,空間色彩,,,,,,,,,
,,/life-proposal/expert_peizhen_land_20230609/,劉佩真觀點：2023年台灣土地交易市場變化,2023-06-07,專家觀點,商用不動產,市場與發展,劉佩真,房地產市場,半導體,經濟成長率,土地交易,,,,,,,
,,/life-proposal/expert_zhu_marriage_20230614/,[影音] 專家觀點地政篇：婚前買房v.s婚後買房｜房子登記誰的名字好？,2023-06-15,專家觀點,市場與政策,國際市場,朱智豪,新婚,自住,借名登記,預告登記,信託保障,不動產繼承,,,,,
,,/life-proposal/kw_land_rights_20230606/,平均地權條例子法預計7月1日正式登場，修法重點一次看,2023-06-09,購屋知識,市場與政策,政策法規,政策,預售屋,打房,平均地權條例,,,,,,,,
,,/life-proposal/kw_delivery_20230607/,交屋看仔細，常見交屋糾紛有哪些？,2023-06-08,購屋知識,不動產交易,驗交屋,住宅,交屋流程,建商,預售屋,購屋重點,,,,,,,
,,/life-proposal/ease_greenbuilding_20230608/,社區有綠建築標章有何好處？,2023-06-09,安心生活,建築與品牌,ESG與綠建築,建築設計,景觀設計,建材,減碳,綠覆率,綠建築,,,,,,
,,/life-proposal/expert_li_2023q3market_20230717/,李同榮觀點：2023上半年房市回顧及下半年走勢預測,2023-07-20,專家觀點,市場與政策,房市趨勢,李同榮,房地產市場,六都交易量,區域成交量,買賣移轉棟數,價格漲幅,不動產,房產趨勢,房價,,,
,,/life-proposal/expert_20230609_peizhen_2023q2/,劉佩真觀點：2023年第二季房市觀測：利空環境依舊壓制，不動產市場持續降溫,2023-07-12,專家觀點,商用不動產,市場與發展,劉佩真,房地產市場,不動產,房產趨勢,土地交易,商用不動產,土地交易,房市調控,房市供給,,,
,,/life-proposal/kw_equity_20230605/,如何保障產權？維護自身權益必知的產權登記,2023-06-06,購屋知識,不動產交易,產權,買屋流程,借名登記,預告登記,產權登記,,,,,,,,
,,/life-proposal/kw_credibility_20230602/,預售屋履保制度有保障嗎？品牌建商才是王道,2023-06-03,購屋知識,建築與品牌,建商品牌,買屋流程,建商評價,預售屋,購屋重點,履約保證,,,,,,,
,,/life-proposal/expert_20230721_macromicro_korea/,財經M平方觀點：韓國和澳洲房價修正 台灣是否將步入後塵？,2023-07-24,專家觀點,市場與政策,國際市場,財經M平方,房地產市場,房地產運作模式,升息,房價,,,,,,,
,,/life-proposal/expert_zhu_public-area_20230718/,專家觀點地政篇：到底停車位、露臺、屋頂屬於誰的？,2023-07-19,專家觀點,不動產交易,產權,朱智豪,住宅,公設比,公設規劃,社區管理,管委會,地政事務,,,,,
,,/life-proposal/area-khh-central_202306719/,建案熱區巡禮：高雄三民區中都重劃區生活圈,2023-07-19,在地生活,區域環境,生活圈,高雄市,三民區,中都重劃區,重劃區,生活機能,公園綠地,,,,,,
,,/life-proposal/expert_zhu_hypothec_20230815/,專家觀點地政篇：不動產抵押權重點詳解,2023-08-20,專家觀點,不動產交易,產權,朱智豪,抵押權,地政事務,,,,,,,,,
,,/life-proposal/ease_eewh-ec_20230711/,綠建築十大社區出爐，遠雄文青、遠雄THE ONE、遠雄耶魯齊上榜,2023-07-11,安心生活,建築與品牌,ESG與綠建築,遠雄文青,住宅,綠建築,遠雄九五,,,,,,,,
